Date,0
2023-11-02,176.98751864880825
2023-11-03,176.89899558070127
2023-11-06,176.81064055378388
2023-11-07,176.7224531873806
2023-11-08,176.63443310185903
2023-11-09,176.5465799186262
2023-11-10,176.4588932601254
2023-11-13,176.3713727498323
2023-11-14,176.28401801225218
2023-11-15,176.1968286729163
2023-11-16,176.1098043583786
2023-11-17,176.02294469621256
2023-11-20,175.93624931500747
2023-11-21,175.84971784436593
2023-11-22,175.76334991489952
2023-11-24,175.67714515822672
2023-11-27,175.5911032069685
2023-11-28,175.50522369474598
2023-11-29,175.4195062561769
2023-11-30,175.3339505268719
2023-12-01,175.24855614343238
2023-12-04,175.16332274344654
2023-12-05,175.07824996548612
2023-12-06,174.99333744910362
2023-12-07,174.90858483482927
2023-12-08,174.82399176416732
2023-12-11,174.73955787959358
2023-12-12,174.6552828245514
2023-12-13,174.5711662434498
2023-12-14,174.48720778165895
2023-12-15,174.40340708550872
2023-12-18,174.31976380228366
2023-12-19,174.236277580222
2023-12-20,174.15294806851085
2023-12-21,174.06977491728412
2023-12-22,173.98675777761952
2023-12-26,173.903896301535
2023-12-27,173.8211901419862
2023-12-28,173.73863895286308
2023-12-29,173.65624238898738
2024-01-02,173.57400010610925
2024-01-03,173.4919117609047
2024-01-04,173.40997701097209
2024-01-05,173.32819551482962
2024-01-08,173.24656693191255
2024-01-09,173.1650909225694
2024-01-10,173.08376714806042
2024-01-11,173.0025952705533
2024-01-12,172.92157495312117
2024-01-16,172.84070585973947
2024-01-17,172.75998765528303
2024-01-18,172.67942000552344
2024-01-19,172.59900257712587
2024-01-22,172.5187350376463
2024-01-23,172.43861705552877
2024-01-24,172.35864830010306
2024-01-25,172.2788284415808
2024-01-26,172.19915715105358
2024-01-29,172.11963410049
2024-01-30,172.0402589627326
2024-01-31,171.96103141149538
2024-02-01,171.88195112136066
2024-02-02,171.80301776777694
2024-02-05,171.72423102705565
2024-02-06,171.64559057636896
2024-02-07,171.56709609374604
2024-02-08,171.48874725807178
2024-02-09,171.410543749083
2024-02-12,171.33248524736615
2024-02-13,171.2545714343546
2024-02-14,171.17680199232606
2024-02-15,171.09917660439973
2024-02-16,171.02169495453404
2024-02-20,170.9443567275234
2024-02-21,170.86716160899613
2024-02-22,170.79010928541183
2024-02-23,170.71319944405818
2024-02-26,170.636431773049
2024-02-27,170.55980596132125
2024-02-28,170.48332169863295
2024-02-29,170.4069786755598
2024-03-01,170.33077658349333
2024-03-04,170.25471511463826
2024-03-05,170.17879396200945
2024-03-06,170.1030128194301
2024-03-07,170.02737138152867
2024-03-08,169.95186934373643
2024-03-11,169.8765064022852
2024-03-12,169.80128225420472
2024-03-13,169.72619659732024
2024-03-14,169.6512491302498
2024-03-15,169.57643955240212
2024-03-18,169.50176756397383
2024-03-19,169.42723286594708
2024-03-20,169.3528351600873
2024-03-21,169.2785741489404
2024-03-22,169.20444953583097
2024-03-25,169.130461024859
2024-03-26,169.05660832089828
2024-03-27,168.98289112959327
2024-03-28,168.90930915735746
2024-04-01,168.83586211137052
2024-04-02,168.76254969957583
2024-04-03,168.68937163067847
2024-04-04,168.61632761414276
2024-04-05,168.54341736018958
2024-04-08,168.47064057979472
2024-04-09,168.39799698468562
2024-04-10,168.32548628734006
2024-04-11,168.253108200983
2024-04-12,168.1808624395845
2024-04-15,168.10874871785808
2024-04-16,168.0367667512572
2024-04-17,167.96491625597426
2024-04-18,167.8931969489374
2024-04-19,167.8216085478085
2024-04-22,167.75015077098112
2024-04-23,167.6788233375781
2024-04-24,167.60762596744925
2024-04-25,167.5365583811692
2024-04-26,167.46562030003545
2024-04-29,167.39481144606526
2024-04-30,167.32413154199472
2024-05-01,167.2535803112754
2024-05-02,167.18315747807287
2024-05-03,167.11286276726406
2024-05-06,167.04269590443545
2024-05-07,166.9726566158807
2024-05-08,166.90274462859844
2024-05-09,166.83295967029045
2024-05-10,166.76330146935888
2024-05-13,166.6937697549048
2024-05-14,166.62436425672564
2024-05-15,166.5550847053132
2024-05-16,166.48593083185125
2024-05-17,166.41690236821407
2024-05-20,166.34799904696382
2024-05-21,166.2792206013485
2024-05-22,166.21056676529986
2024-05-23,166.14203727343153
2024-05-24,166.07363186103686
2024-05-28,166.00535026408662
2024-05-29,165.93719221922723
2024-05-30,165.86915746377855
2024-05-31,165.80124573573204
2024-06-03,165.7334567737483
2024-06-04,165.66579031715537
2024-06-05,165.59824610594683
2024-06-06,165.5308238807794
2024-06-07,165.4635233829713
2024-06-10,165.39634435449966
2024-06-11,165.32928653799954
2024-06-12,165.26234967676072
2024-06-13,165.19553351472678
2024-06-14,165.1288377964925
2024-06-17,165.062262267302
2024-06-18,164.9958066730468
2024-06-20,164.9294707602643
2024-06-21,164.86325427613497
2024-06-24,164.79715696848112
2024-06-25,164.73117858576475
2024-06-26,164.66531887708535
2024-06-27,164.59957759217863
2024-06-28,164.53395448141376
2024-07-01,164.46844929579225
2024-07-02,164.40306178694544
2024-07-03,164.33779170713314
2024-07-05,164.27263880924133
2024-07-08,164.20760284678025
2024-07-09,164.14268357388318
2024-07-10,164.0778807453035
2024-07-11,164.01319411641373
2024-07-12,163.94862344320356
2024-07-15,163.88416848227737
2024-07-16,163.81982899085304
2024-07-17,163.7556047267599
2024-07-18,163.69149544843702
2024-07-19,163.62750091493075
2024-07-22,163.56362088589404
2024-07-23,163.49985512158372
2024-07-24,163.43620338285905
2024-07-25,163.37266543117943
2024-07-26,163.30924102860396
2024-07-29,163.24592993778762
2024-07-30,163.18273192198149
2024-07-31,163.11964674502946
