,Close
416,149.32000732421875
417,148.85000610351562
418,152.57000732421875
419,149.8000030517578
420,148.9600067138672
421,150.02000427246094
422,151.49000549316406
423,150.9600067138672
424,151.27999877929688
425,150.44000244140625
426,150.80999755859375
427,147.9199981689453
428,147.8699951171875
429,149.99000549316406
430,150.0
431,151.0
432,153.49000549316406
433,157.8699951171875
434,160.5500030517578
435,161.02000427246094
436,161.41000366210938
437,161.94000244140625
438,156.80999755859375
439,160.24000549316406
440,165.3000030517578
441,164.77000427246094
442,163.75999450683594
443,161.83999633789062
444,165.32000732421875
445,171.17999267578125
446,175.0800018310547
447,174.55999755859375
448,179.4499969482422
449,175.74000549316406
450,174.3300018310547
451,179.3000030517578
452,172.25999450683594
453,171.13999938964844
454,169.75
455,172.99000549316406
456,175.63999938964844
457,176.27999877929688
458,180.3300018310547
459,179.2899932861328
460,179.3800048828125
461,178.1999969482422
462,177.57000732421875
463,182.00999450683594
464,179.6999969482422
465,174.9199981689453
466,172.0
467,172.1699981689453
468,172.19000244140625
469,175.0800018310547
470,175.52999877929688
471,172.19000244140625
472,173.07000732421875
473,169.8000030517578
474,166.22999572753906
475,164.50999450683594
476,162.41000366210938
477,161.6199951171875
478,159.77999877929688
479,159.69000244140625
480,159.22000122070312
481,170.3300018310547
482,174.77999877929688
483,174.61000061035156
484,175.83999633789062
485,172.89999389648438
486,172.38999938964844
487,171.66000366210938
488,174.8300018310547
489,176.27999877929688
490,172.1199951171875
491,168.63999938964844
492,168.8800048828125
493,172.7899932861328
494,172.5500030517578
495,168.8800048828125
496,167.3000030517578
497,164.32000732421875
498,160.07000732421875
499,162.74000549316406
500,164.85000610351562
501,165.1199951171875
502,163.1999969482422
503,166.55999755859375
504,166.22999572753906
505,163.1699981689453
506,159.3000030517578
507,157.44000244140625
508,162.9499969482422
509,158.52000427246094
510,154.72999572753906
511,150.6199951171875
512,155.08999633789062
513,159.58999633789062
514,160.6199951171875
515,163.97999572753906
516,165.3800048828125
517,168.82000732421875
518,170.2100067138672
519,174.07000732421875
520,174.72000122070312
521,175.60000610351562
522,178.9600067138672
523,177.77000427246094
524,174.61000061035156
525,174.30999755859375
526,178.44000244140625
527,175.05999755859375
528,171.8300018310547
529,172.13999938964844
530,170.08999633789062
531,165.75
532,167.66000366210938
533,170.39999389648438
534,165.2899932861328
535,165.07000732421875
536,167.39999389648438
537,167.22999572753906
538,166.4199981689453
539,161.7899932861328
540,162.8800048828125
541,156.8000030517578
542,156.57000732421875
543,163.63999938964844
544,157.64999389648438
545,157.9600067138672
546,159.47999572753906
547,166.02000427246094
548,156.77000427246094
549,157.27999877929688
550,152.05999755859375
551,154.50999450683594
552,146.5
553,142.55999755859375
554,147.11000061035156
555,145.5399932861328
556,149.24000549316406
557,140.82000732421875
558,137.35000610351562
559,137.58999633789062
560,143.11000061035156
561,140.36000061035156
562,140.52000427246094
563,143.77999877929688
564,149.63999938964844
565,148.83999633789062
566,148.7100067138672
567,151.2100067138672
568,145.3800048828125
569,146.13999938964844
570,148.7100067138672
571,147.9600067138672
572,142.63999938964844
573,137.1300048828125
574,131.8800048828125
575,132.75999450683594
576,135.42999267578125
577,130.05999755859375
578,131.55999755859375
579,135.8699951171875
580,135.35000610351562
581,138.27000427246094
582,141.66000366210938
583,141.66000366210938
584,137.44000244140625
585,139.22999572753906
586,136.72000122070312
587,138.92999267578125
588,141.55999755859375
589,142.9199981689453
590,146.35000610351562
591,147.0399932861328
592,144.8699951171875
593,145.86000061035156
594,145.49000549316406
595,148.47000122070312
596,150.1699981689453
597,147.07000732421875
598,151.0
599,153.0399932861328
600,155.35000610351562
601,154.08999633789062
602,152.9499969482422
603,151.60000610351562
604,156.7899932861328
605,157.35000610351562
606,162.50999450683594
607,161.50999450683594
608,160.00999450683594
609,166.1300048828125
610,165.80999755859375
611,165.35000610351562
612,164.8699951171875
613,164.9199981689453
614,169.24000549316406
615,168.49000549316406
616,172.10000610351562
617,173.19000244140625
618,173.02999877929688
619,174.5500030517578
620,174.14999389648438
621,171.52000427246094
622,167.57000732421875
623,167.22999572753906
624,167.52999877929688
625,170.02999877929688
626,163.6199951171875
627,161.3800048828125
628,158.91000366210938
629,157.22000122070312
630,157.9600067138672
631,155.80999755859375
632,154.52999877929688
633,155.9600067138672
634,154.4600067138672
635,157.3699951171875
636,163.42999267578125
637,153.83999633789062
638,155.30999755859375
639,152.3699951171875
640,150.6999969482422
641,154.47999572753906
642,156.89999389648438
643,153.72000122070312
644,152.74000549316406
645,150.42999267578125
646,150.77000427246094
647,151.75999450683594
648,149.83999633789062
649,142.47999572753906
650,138.1999969482422
651,142.4499969482422
652,146.10000610351562
653,146.39999389648438
654,145.42999267578125
655,140.08999633789062
656,140.4199981689453
657,138.97999572753906
658,138.33999633789062
659,142.99000549316406
660,138.3800048828125
661,142.41000366210938
662,143.75
663,143.86000061035156
664,143.38999938964844
665,147.27000427246094
666,149.4499969482422
667,152.33999633789062
668,149.35000610351562
669,144.8000030517578
670,155.74000549316406
671,153.33999633789062
672,150.64999389648438
673,145.02999877929688
674,138.8800048828125
675,138.3800048828125
676,138.9199981689453
677,139.5
678,134.8699951171875
679,146.8699951171875
680,149.6999969482422
681,148.27999877929688
682,150.0399932861328
683,148.7899932861328
684,150.72000122070312
685,151.2899932861328
686,148.00999450683594
687,150.17999267578125
688,151.07000732421875
689,148.11000061035156
690,144.22000122070312
691,141.1699981689453
692,148.02999877929688
