,Close
0,143.47999572753906
1,142.00999450683594
2,142.02999877929688
3,136.44000244140625
4,141.63999938964844
5,131.8000030517578
6,125.41000366210938
7,134.2899932861328
8,127.12999725341797
9,136.58999633789062
10,134.9600067138672
11,127.05000305175781
12,119.88999938964844
13,111.13999938964844
14,119.18000030517578
15,119.4000015258789
16,126.56999969482422
17,123.16000366210938
18,133.00999450683594
19,131.1300048828125
20,128.80999755859375
21,133.14999389648438
22,134.1699981689453
23,139.75999450683594
24,137.47999572753906
25,143.25999450683594
26,141.22999572753906
27,139.77000427246094
28,146.02999877929688
29,147.66000366210938
30,149.6699981689453
31,152.02000427246094
32,151.6699981689453
33,149.67999267578125
34,152.99000549316406
35,155.50999450683594
36,154.86000061035156
37,154.2899932861328
38,151.38999938964844
39,150.24000549316406
40,150.0399932861328
41,148.2899932861328
42,148.27000427246094
43,149.5
44,148.0800018310547
45,147.58999633789062
46,148.6999969482422
47,149.11000061035156
48,147.13999938964844
49,147.1300048828125
50,147.63999938964844
51,150.44000244140625
52,150.52000427246094
53,149.02000427246094
54,147.67999267578125
55,146.7100067138672
56,144.3699951171875
57,144.55999755859375
58,144.88999938964844
59,146.97000122070312
60,148.75
61,147.19000244140625
62,148.25
63,148.64999389648438
64,146.72999572753906
65,147.3000030517578
66,146.77000427246094
67,145.9600067138672
68,147.8000030517578
69,140.8699951171875
70,142.14999389648438
71,141.25
72,144.4600067138672
73,144.02000427246094
74,143.41000366210938
75,143.8300018310547
76,143.38999938964844
77,142.86000061035156
78,139.82000732421875
79,139.6699981689453
80,137.80999755859375
81,139.0399932861328
82,140.6300048828125
83,140.3800048828125
84,140.97000122070312
85,142.97999572753906
86,142.85000610351562
87,143.27000427246094
88,142.49000549316406
89,142.3699951171875
90,145.2100067138672
91,147.9199981689453
92,148.25999450683594
93,149.25
94,149.35000610351562
95,149.60000610351562
96,149.74000549316406
97,150.00999450683594
98,149.61000061035156
99,148.1199951171875
100,147.17999267578125
101,146.8300018310547
102,146.5399932861328
103,146.83999633789062
104,145.75999450683594
105,147.35000610351562
106,147.22000122070312
107,148.39999389648438
108,147.5500030517578
109,148.60000610351562
110,148.02999877929688
111,146.97000122070312
112,149.66000366210938
113,148.0
114,148.24000549316406
115,148.99000549316406
116,150.08999633789062
117,150.38999938964844
118,151.4199981689453
119,152.75999450683594
120,152.14999389648438
121,152.05999755859375
122,152.3000030517578
123,152.97999572753906
