,Date,Close,Label,SMA_20,EMA_20,MACD,Signal_Line,High_20,Low_20,Fib_23.6,Fib_38.2,Fib_61.8,%K,%D,BB_Mid,BB_Upper,BB_Lower,RSI,Std_Dev_20
0,2019-11-11 00:00:00-05:00,63.54957962036133,0,,63.54957962036133,0.0,0.0,,,,,,,,,,,,
1,2019-11-12 00:00:00-05:00,63.49140548706055,1,,63.544039226713636,-0.004640671602345492,-0.0009281343204690985,,,,,,,,,,,,
2,2019-11-13 00:00:00-05:00,64.09976959228516,-1,,63.59696592819664,0.04030682965706944,0.007318858475038611,,,,,,,,,,,,
3,2019-11-14 00:00:00-05:00,63.65622329711914,1,,63.60260948714164,0.039680160890867455,0.01379111895820438,,,,,,,,,,,,
4,2019-11-15 00:00:00-05:00,64.41242218017578,0,,63.67973450552584,0.09906054314532753,0.03084500379562901,,,,,,,,,,,,
5,2019-11-18 00:00:00-05:00,64.7372055053711,-1,,63.78044602932063,0.1703633809027778,0.05874867921705877,,,,,,,,,,,,
6,2019-11-19 00:00:00-05:00,64.54087829589844,0,,63.852868149947085,0.2086245347331328,0.08872385032027358,,,,,,,,,,,,
7,2019-11-20 00:00:00-05:00,63.7895393371582,0,,63.84683683444338,0.17628786327925638,0.10623665291207014,,,,,,,,,,,,
8,2019-11-21 00:00:00-05:00,63.5035285949707,0,,63.814140811636456,0.12612821403656227,0.11021496513696857,,,,,,,,,,,,
9,2019-11-22 00:00:00-05:00,63.447792053222656,1,,63.779250453692285,0.08094576512820595,0.10436112513521606,,,,,,,,,,,,
10,2019-11-25 00:00:00-05:00,64.56027221679688,-1,,63.85363347874986,0.13336880806202345,0.11016266172057754,,,,,,,,,,,,
11,2019-11-26 00:00:00-05:00,64.05614471435547,1,,63.872920263093256,0.13270582090017058,0.11467129355649615,,,,,,,,,,,,
12,2019-11-27 00:00:00-05:00,64.91655731201172,-1,,63.972314267752154,0.19931097184394986,0.1315992292139869,,,,,,,,,,,,
13,2019-11-29 00:00:00-05:00,64.7735366821289,0,,64.04862116435946,0.2378140914605993,0.1528422016633094,,,,,,90.26252636171915,,,,,60.0315779929528,
14,2019-12-02 00:00:00-05:00,64.0246353149414,0,,64.04633679774821,0.2055288015673966,0.16337952164412683,,,,,,39.27402682402319,,,,,53.46785220004065,
15,2019-12-03 00:00:00-05:00,62.88306427001953,1,,63.935548937964526,0.08682635374770342,0.14806888806484217,,,,,,0.0,43.178851061914116,,,,46.165668289300385,
16,2019-12-04 00:00:00-05:00,63.43809509277344,0,,63.88817238127966,0.03711234939358121,0.12587758033059,,,,,,27.29445399086045,22.189493604961214,,,,45.801283913321335,
17,2019-12-05 00:00:00-05:00,64.36878204345703,0,,63.93394473005846,0.07198253179866043,0.11509857062420409,,,,,,73.06234851838789,33.45226750308279,,,,54.25833952274718,
18,2019-12-06 00:00:00-05:00,65.61213684082031,-1,,64.09377255013102,0.19766715960599868,0.13161228842056302,,,,,,100.0,66.78560083641612,,,,56.775153104353954,
19,2019-12-09 00:00:00-05:00,64.6935806274414,1,64.12775745391846,64.15089712892248,0.22061026511592274,0.149411883759635,65.61213684082031,62.88306427001953,63.527125396728515,63.92556999206543,64.56963111877441,66.34181797850184,79.80138883229658,64.12775745391846,65.45761624105675,62.79789866678016,49.76912081788889,0.664929393569149
20,2019-12-10 00:00:00-05:00,65.0716781616211,0,64.20386238098145,64.23859056060806,0.2662331822435391,0.17277614345641581,65.61213684082031,62.88306427001953,63.527125396728515,63.92556999206543,64.56963111877441,80.19625110076738,82.17935635975641,64.20386238098145,65.56817044674497,62.83955431521792,52.7561631679654,0.6821540328817647
21,2019-12-11 00:00:00-05:00,65.626708984375,0,64.31062755584716,64.37079231525253,0.3432195996743985,0.20686483470001238,65.626708984375,62.88306427001953,63.53056442260742,63.93113655090332,64.57863670349121,100.0,82.17935635975641,64.31062755584716,65.77100025137614,62.85025486031818,59.73797410151775,0.7301863477644894
22,2019-12-12 00:00:00-05:00,65.79393768310547,0,64.39533596038818,64.50632996933376,0.4129654400141334,0.2480849557628366,65.79393768310547,62.88306427001953,63.570030395507814,63.99501791381836,64.68198403930664,100.0,93.39875036692246,64.39533596038818,65.99418472540322,62.796487195373146,62.29520684809706,0.7994243825075188
