,Date,Close,Label,SMA_20,EMA_20,MACD,Signal_Line,High_20,Low_20,Fib_23.6,Fib_38.2,Fib_61.8,%K,%D,BB_Mid,BB_Upper,BB_Lower,RSI,Std_Dev_20
0,2019-11-11 00:00:00-05:00,115.01113891601562,0,,115.01113891601562,0.0,0.0,,,,,,,,,,,,
1,2019-11-12 00:00:00-05:00,114.46217346191406,0,,114.95885649181548,-0.04379211599670896,-0.008758423199341793,,,,,,,,,,,,
2,2019-11-13 00:00:00-05:00,114.3924560546875,0,,114.90491359304139,-0.08316462550511972,-0.023639663660497377,,,,,,,,,,,,
3,2019-11-14 00:00:00-05:00,114.12230682373048,1,,114.83037961501178,-0.13461465422189178,-0.04583466177277626,,,,,,,,,,,,
4,2019-11-15 00:00:00-05:00,117.590576171875,-1,,115.09325547757018,0.10328062346420097,-0.016011604725380813,,,,,,,,,,,,
5,2019-11-18 00:00:00-05:00,117.4947509765625,0,,115.32196933461707,0.28084465024788585,0.04335964626927252,,,,,,,,,,,,
6,2019-11-19 00:00:00-05:00,117.48599243164062,1,,115.52806677242883,0.4160625690704194,0.1179002308295019,,,,,,,,,,,,
7,2019-11-20 00:00:00-05:00,118.46202087402344,0,,115.8074909725807,0.5951208989468739,0.21334436445297633,,,,,,,,,,,,
8,2019-11-21 00:00:00-05:00,118.89773559570312,0,,116.10179998430664,0.7633846292239781,0.32335241740717674,,,,,,,,,,,,
9,2019-11-22 00:00:00-05:00,120.31817626953124,0,,116.5033596305185,0.9998271539433432,0.4586473647144101,,,,,,,,,,,,
10,2019-11-25 00:00:00-05:00,120.37079620361328,-1,,116.87168692319419,1.1778777061836507,0.6024934330082583,,,,,,,,,,,,
11,2019-11-26 00:00:00-05:00,120.36203002929688,1,,117.20410055234683,1.3032535983787739,0.7426454660823615,,,,,,,,,,,,
12,2019-11-27 00:00:00-05:00,120.8709716796875,-1,,117.55332637399832,1.4272300148206085,0.879562375830011,,,,,,,,,,,,
13,2019-11-29 00:00:00-05:00,120.6427993774414,0,,117.84756189813575,1.4898960262147085,1.0016291059069504,,,,,,96.61900083770367,,,,,84.79611721881102,
14,2019-12-02 00:00:00-05:00,120.52872467041016,0,,118.10291073359046,1.5129144798661116,1.1038861806987827,,,,,,94.92867083219811,,,,,83.61739809507884,
15,2019-12-03 00:00:00-05:00,120.3532485961914,1,,118.31722862526674,1.4997095988306484,1.1830508643251558,,,,,,92.32851097889234,94.6253942162647,,,,87.60442630184073,
16,2019-12-04 00:00:00-05:00,122.30123901367188,0,,118.69665818606722,1.6276684336151988,1.2719743781831645,,,,,,100.0,95.75239393703015,,,,90.71979070918488,
17,2019-12-05 00:00:00-05:00,122.45915985107422,0,,119.05499167797265,1.7219698275712005,1.3619734680607718,,,,,,100.0,97.4428369929641,,,,93.42563743879951,
18,2019-12-06 00:00:00-05:00,123.17871856689452,0,,119.44772757215569,1.833629793584251,1.4563047331654677,,,,,,100.0,100.0,,,,90.78764335140178,
19,2019-12-09 00:00:00-05:00,123.28399658203124,-1,119.1294506072998,119.81308652547716,1.9086148531371947,1.5467667571598132,123.28399658203124,114.12230682373048,116.28446560668947,117.62207231140137,119.78423109436035,100.0,100.0,119.1294506072998,124.97934701081303,113.27955420378657,92.19725954266391,2.92494820175661
20,2019-12-10 00:00:00-05:00,122.83648681640624,1,119.52071800231934,120.10102941032756,1.9099144500802367,1.6193962957438979,123.28399658203124,114.12230682373048,116.28446560668947,117.62207231140137,119.78423109436035,90.71936913987713,96.90645637995904,119.52071800231934,125.25649566183557,113.78494034280311,86.65479162223976,2.867888829758115
21,2019-12-11 00:00:00-05:00,123.70513916015624,0,119.98286628723145,120.44427795793028,1.9584614500347044,1.6872093266020594,123.70513916015624,114.12230682373048,116.38385525512696,117.78294877624512,120.0444972076416,100.0,96.90645637995904,119.98286628723145,125.48731094627259,114.4784216281903,86.45552403363624,2.75222232952057
22,2019-12-12 00:00:00-05:00,124.02103424072266,0,120.4642951965332,120.78492141343432,1.9993778074227322,1.749643022766194,124.02103424072266,114.12230682373048,116.45840649414063,117.9036206970215,120.23972036743164,100.0,96.90645637995904,120.4642951965332,125.58059454231578,115.34799585075062,86.22601955658365,2.5581496728912922
23,2019-12-13 00:00:00-05:00,124.0561981201172,0,120.96098976135254,121.09647157597554,2.0114549460981266,1.8020054074325806,124.0561981201172,117.48599243164062,119.0365609741211,119.99581100463868,121.54637954711914,100.0,100.0,120.96098976135254,125.36398648025416,116.55799304245092,82.87028464546124,2.2014983594508086
24,2019-12-16 00:00:00-05:00,124.41592407226562,0,121.30225715637206,121.41260990895555,2.026690615646544,1.8469424490753734,124.41592407226562,117.48599243164062,119.12145629882812,120.13322631835938,121.76869018554687,100.0,100.0,121.30225715637206,125.66315808060534,116.94135623213879,83.74806341188318,2.1804504621166383
25,2019-12-17 00:00:00-05:00,125.96903228759766,-1,121.72597122192383,121.84655489739765,2.1394258768788177,1.9054391346360624,125.96903228759766,117.48599243164062,119.48798983764648,120.7265136566162,122.72851106262208,100.0,100.0,121.72597122192383,126.17507366875411,117.27686877509355,87.19420295136095,2.2245512234151383
26,2019-12-18 00:00:00-05:00,125.64437866210938,1,122.13389053344727,122.20825239879876,2.177472007413556,1.959845709191561,125.96903228759766,118.46202087402344,120.23367556762695,121.32969923400879,123.10135392761231,94.2189079329196,98.07296931097319,122.13389053344727,126.4398831312196,117.82789793567494,82.4581135426999,2.1529962988861637
27,2019-12-19 00:00:00-05:00,127.5396957397461,0,122.5877742767334,122.71600890746042,2.3336591186421174,2.0346083910816724,127.5396957397461,118.89773559570312,120.93723818969727,122.19896437072754,124.23846696472168,100.0,98.07296931097319,122.5877742767334,127.16902582445412,118.00652272901267,88.22975661246777,2.290625773860364
28,2019-12-20 00:00:00-05:00,128.16268920898438,0,123.05102195739747,123.23474036474842,2.479131016795833,2.1235129162245046,128.16268920898438,120.31817626953124,122.16948132324218,123.31478021240234,125.16608526611327,100.0,98.07296931097319,123.05102195739747,127.92552457802974,118.1765193367652,90.05545961344001,2.4372513103161384
29,2019-12-23 00:00:00-05:00,128.49610900878906,-1,123.45991859436035,123.73582309275228,2.591450111723532,2.2171003553243103,128.49610900878906,120.3532485961914,122.27496365356446,123.46382127380372,125.38553633117675,100.0,100.0,123.45991859436035,128.7255026483805,118.19433454034018,92.02902374462381,2.6327920270100797
30,2019-12-24 00:00:00-05:00,128.0486297607422,0,123.8438102722168,124.1465665849418,2.614220857344364,2.296524455728321,128.49610900878906,120.3532485961914,122.27496365356446,123.46382127380372,125.38553633117675,92.58765915768853,97.52921971922952,123.8438102722168,129.27794061776976,118.40967992666384,85.10210205732477,2.717065172776479
31,2019-12-26 00:00:00-05:00,127.96085357666016,0,124.22375144958497,124.5098320127245,2.595267405669304,2.356273045716518,128.49610900878906,120.3532485961914,122.27496365356446,123.46382127380372,125.38553633117675,90.54255895650957,94.37673937139937,124.22375144958497,129.69533480273373,118.75216809643622,83.89190205386097,2.735791676574374
