Date,Close,Label
2019-11-11 00:00:00-05:00,63.54957962036133,0
2019-11-12 00:00:00-05:00,63.49140548706055,1
2019-11-13 00:00:00-05:00,64.09976959228516,-1
2019-11-14 00:00:00-05:00,63.65622329711914,1
2019-11-15 00:00:00-05:00,64.41242218017578,0
2019-11-18 00:00:00-05:00,64.7372055053711,-1
2019-11-19 00:00:00-05:00,64.54087829589844,0
2019-11-20 00:00:00-05:00,63.7895393371582,0
2019-11-21 00:00:00-05:00,63.5035285949707,0
2019-11-22 00:00:00-05:00,63.447792053222656,1
2019-11-25 00:00:00-05:00,64.56027221679688,-1
2019-11-26 00:00:00-05:00,64.05614471435547,1
2019-11-27 00:00:00-05:00,64.91655731201172,-1
2019-11-29 00:00:00-05:00,64.7735366821289,0
2019-12-02 00:00:00-05:00,64.0246353149414,0
2019-12-03 00:00:00-05:00,62.88306427001953,1
2019-12-04 00:00:00-05:00,63.43809509277344,0
2019-12-05 00:00:00-05:00,64.36878204345703,0
2019-12-06 00:00:00-05:00,65.61213684082031,-1
2019-12-09 00:00:00-05:00,64.6935806274414,1
2019-12-10 00:00:00-05:00,65.0716781616211,0
2019-12-11 00:00:00-05:00,65.626708984375,0
2019-12-12 00:00:00-05:00,65.79393768310547,0
2019-12-13 00:00:00-05:00,66.68827819824219,0
2019-12-16 00:00:00-05:00,67.829833984375,0
2019-12-17 00:00:00-05:00,67.96315002441406,-1
2019-12-18 00:00:00-05:00,67.80074310302734,1
2019-12-19 00:00:00-05:00,67.8686294555664,-1
2019-12-20 00:00:00-05:00,67.72804260253906,1
2019-12-23 00:00:00-05:00,68.833251953125,0
2019-12-24 00:00:00-05:00,68.8987045288086,0
2019-12-26 00:00:00-05:00,70.26567840576172,-1
2019-12-27 00:00:00-05:00,70.23899841308594,1
2019-12-30 00:00:00-05:00,70.6558837890625,0
2019-12-31 00:00:00-05:00,71.17213439941406,0
2020-01-02 00:00:00-05:00,72.79602813720703,-1
2020-01-03 00:00:00-05:00,72.08829498291016,1
2020-01-06 00:00:00-05:00,72.6627197265625,-1
2020-01-07 00:00:00-05:00,72.32098388671875,1
2020-01-08 00:00:00-05:00,73.48434448242188,0
2020-01-09 00:00:00-05:00,75.04522705078125,0
2020-01-10 00:00:00-05:00,75.21485900878906,0
2020-01-13 00:00:00-05:00,76.8218002319336,-1
2020-01-14 00:00:00-05:00,75.78446960449219,0
2020-01-15 00:00:00-05:00,75.45965576171875,1
2020-01-16 00:00:00-05:00,76.4049072265625,0
2020-01-17 00:00:00-05:00,77.25080871582031,-1
2020-01-21 00:00:00-05:00,76.72728729248047,1
2020-01-22 00:00:00-05:00,77.00113677978516,0
2020-01-23 00:00:00-05:00,77.37199401855469,-1
2020-01-24 00:00:00-05:00,77.14899444580078,0
2020-01-27 00:00:00-05:00,74.8803939819336,1
2020-01-28 00:00:00-05:00,76.99873352050781,0
2020-01-29 00:00:00-05:00,78.61048889160156,-1
2020-01-30 00:00:00-05:00,78.49657440185547,0
2020-01-31 00:00:00-05:00,75.01612854003906,0
2020-02-03 00:00:00-05:00,74.81012725830078,1
2020-02-04 00:00:00-05:00,77.27986907958984,0
2020-02-05 00:00:00-05:00,77.91002655029297,0
2020-02-06 00:00:00-05:00,78.82135772705078,-1
2020-02-07 00:00:00-05:00,77.74996185302734,1
2020-02-10 00:00:00-05:00,78.11923217773438,-1
2020-02-11 00:00:00-05:00,77.64791870117188,1
2020-02-12 00:00:00-05:00,79.49188232421875,-1
2020-02-13 00:00:00-05:00,78.92581939697266,1
2020-02-14 00:00:00-05:00,78.94525146484375,-1
2020-02-18 00:00:00-05:00,77.4997329711914,1
2020-02-19 00:00:00-05:00,78.62214660644531,-1
2020-02-20 00:00:00-05:00,77.8155517578125,0
2020-02-21 00:00:00-05:00,76.05419158935547,0
2020-02-24 00:00:00-05:00,72.44158935546875,0
2020-02-25 00:00:00-05:00,69.98783874511719,1
