Date,Close,Label
2019-11-11 00:00:00-05:00,115.01113891601562,0
2019-11-12 00:00:00-05:00,114.46217346191406,0
2019-11-13 00:00:00-05:00,114.3924560546875,0
2019-11-14 00:00:00-05:00,114.12230682373047,1
2019-11-15 00:00:00-05:00,117.590576171875,-1
2019-11-18 00:00:00-05:00,117.4947509765625,0
2019-11-19 00:00:00-05:00,117.48599243164062,1
2019-11-20 00:00:00-05:00,118.46202087402344,0
2019-11-21 00:00:00-05:00,118.89773559570312,0
2019-11-22 00:00:00-05:00,120.31817626953125,0
2019-11-25 00:00:00-05:00,120.37079620361328,-1
2019-11-26 00:00:00-05:00,120.36203002929688,1
2019-11-27 00:00:00-05:00,120.8709716796875,-1
2019-11-29 00:00:00-05:00,120.6427993774414,0
2019-12-02 00:00:00-05:00,120.52872467041016,0
2019-12-03 00:00:00-05:00,120.3532485961914,1
2019-12-04 00:00:00-05:00,122.30123901367188,0
2019-12-05 00:00:00-05:00,122.45915985107422,0
2019-12-06 00:00:00-05:00,123.17871856689453,0
2019-12-09 00:00:00-05:00,123.28399658203125,-1
2019-12-10 00:00:00-05:00,122.83648681640625,1
2019-12-11 00:00:00-05:00,123.70513916015625,0
2019-12-12 00:00:00-05:00,124.02103424072266,0
2019-12-13 00:00:00-05:00,124.05619812011719,0
2019-12-16 00:00:00-05:00,124.41592407226562,0
2019-12-17 00:00:00-05:00,125.96903228759766,-1
2019-12-18 00:00:00-05:00,125.64437866210938,1
2019-12-19 00:00:00-05:00,127.5396957397461,0
2019-12-20 00:00:00-05:00,128.16268920898438,0
2019-12-23 00:00:00-05:00,128.49610900878906,-1
2019-12-24 00:00:00-05:00,128.0486297607422,0
2019-12-26 00:00:00-05:00,127.96085357666016,0
2019-12-27 00:00:00-05:00,127.89067840576172,0
2019-12-30 00:00:00-05:00,127.4958267211914,1
2019-12-31 00:00:00-05:00,127.99591827392578,0
2020-01-02 00:00:00-05:00,128.08377075195312,-1
2020-01-03 00:00:00-05:00,126.60079956054688,0
2020-01-06 00:00:00-05:00,126.44287872314453,1
2020-01-07 00:00:00-05:00,127.21502685546875,-1
2020-01-08 00:00:00-05:00,127.19749450683594,1
2020-01-09 00:00:00-05:00,127.57483673095703,-1
2020-01-10 00:00:00-05:00,127.28522491455078,1
2020-01-13 00:00:00-05:00,127.8467788696289,0
2020-01-14 00:00:00-05:00,128.56634521484375,0
2020-01-15 00:00:00-05:00,128.9962615966797,0
2020-01-16 00:00:00-05:00,130.04049682617188,0
2020-01-17 00:00:00-05:00,130.8916015625,0
2020-01-21 00:00:00-05:00,130.97933959960938,-1
2020-01-22 00:00:00-05:00,130.0843505859375,1
2020-01-23 00:00:00-05:00,130.3300323486328,-1
2020-01-24 00:00:00-05:00,130.14578247070312,1
2020-01-27 00:00:00-05:00,130.52308654785156,0
2020-01-28 00:00:00-05:00,131.18116760253906,0
2020-01-29 00:00:00-05:00,132.09375,-1
2020-01-30 00:00:00-05:00,131.9358367919922,0
2020-01-31 00:00:00-05:00,130.62838745117188,1
2020-02-03 00:00:00-05:00,131.76910400390625,0
2020-02-04 00:00:00-05:00,133.02386474609375,0
2020-02-05 00:00:00-05:00,135.12103271484375,-1
2020-02-06 00:00:00-05:00,134.71734619140625,0
2020-02-07 00:00:00-05:00,133.2783203125,0
2020-02-10 00:00:00-05:00,133.25201416015625,1
2020-02-11 00:00:00-05:00,133.3660888671875,-1
2020-02-12 00:00:00-05:00,132.5763397216797,0
2020-02-13 00:00:00-05:00,131.69886779785156,1
2020-02-14 00:00:00-05:00,131.73399353027344,-1
2020-02-18 00:00:00-05:00,130.86532592773438,0
2020-02-19 00:00:00-05:00,130.68980407714844,0
2020-02-20 00:00:00-05:00,130.18963623046875,1
2020-02-21 00:00:00-05:00,131.55848693847656,-1
2020-02-24 00:00:00-05:00,128.8474884033203,0
2020-02-25 00:00:00-05:00,127.73482513427734,0
2020-02-26 00:00:00-05:00,126.87825775146484,0
2020-02-27 00:00:00-05:00,122.85151672363281,0
2020-02-28 00:00:00-05:00,118.75410461425781,1
2020-03-02 00:00:00-05:00,123.64625549316406,-1
2020-03-03 00:00:00-05:00,119.73428344726562,1
2020-03-04 00:00:00-05:00,126.70165252685547,-1
2020-03-05 00:00:00-05:00,125.403564453125,1
2020-03-06 00:00:00-05:00,125.42121887207031,-1
2020-03-09 00:00:00-04:00,120.48490142822266,1
2020-03-10 00:00:00-04:00,125.07682037353516,-1
2020-03-11 00:00:00-04:00,116.38750457763672,0
2020-03-12 00:00:00-04:00,110.74474334716797,1
2020-03-13 00:00:00-04:00,118.5863265991211,-1
2020-03-16 00:00:00-04:00,112.26359558105469,1
2020-03-17 00:00:00-04:00,120.61732482910156,-1
2020-03-18 00:00:00-04:00,119.17796325683594,0
2020-03-19 00:00:00-04:00,112.19294738769531,0
2020-03-20 00:00:00-04:00,105.87023162841797,0
2020-03-23 00:00:00-04:00,98.1434555053711,1
2020-03-24 00:00:00-04:00,105.2432632446289,0
2020-03-25 00:00:00-04:00,105.4375228881836,0
2020-03-26 00:00:00-04:00,111.76908111572266,-1
2020-03-27 00:00:00-04:00,108.7578353881836,1
2020-03-30 00:00:00-04:00,117.45600128173828,-1
2020-03-31 00:00:00-04:00,115.79586791992188,0
2020-04-01 00:00:00-04:00,113.74713897705078,1
2020-04-02 00:00:00-04:00,117.57962799072266,0
2020-04-03 00:00:00-04:00,118.4803466796875,0
2020-04-06 00:00:00-04:00,123.41668701171875,-1
2020-04-07 00:00:00-04:00,121.4032974243164,1
2020-04-08 00:00:00-04:00,126.50738525390625,-1
2020-04-09 00:00:00-04:00,124.7147445678711,0
2020-04-13 00:00:00-04:00,123.42549133300781,1
2020-04-14 00:00:00-04:00,128.95346069335938,0
2020-04-15 00:00:00-04:00,130.39285278320312,0
2020-04-16 00:00:00-04:00,132.1678009033203,0
2020-04-17 00:00:00-04:00,134.2429962158203,-1
2020-04-20 00:00:00-04:00,133.93392944335938,0
2020-04-21 00:00:00-04:00,132.1766357421875,1
2020-04-22 00:00:00-04:00,135.0995635986328,0
2020-04-23 00:00:00-04:00,137.32484436035156,-1
2020-04-24 00:00:00-04:00,136.75091552734375,0
2020-04-27 00:00:00-04:00,136.24754333496094,0
2020-04-28 00:00:00-04:00,133.68667602539062,0
2020-04-29 00:00:00-04:00,132.671142578125,0
2020-04-30 00:00:00-04:00,132.49453735351562,0
2020-05-01 00:00:00-04:00,130.9491729736328,0
2020-05-04 00:00:00-04:00,130.93153381347656,1
2020-05-05 00:00:00-04:00,132.01766967773438,-1
2020-05-06 00:00:00-04:00,130.7637481689453,0
2020-05-07 00:00:00-04:00,130.3310546875,1
2020-05-08 00:00:00-04:00,131.3112335205078,0
2020-05-11 00:00:00-04:00,131.6732940673828,-1
2020-05-12 00:00:00-04:00,129.93365478515625,0
2020-05-13 00:00:00-04:00,129.9248046875,1
2020-05-14 00:00:00-04:00,130.3751983642578,0
2020-05-15 00:00:00-04:00,132.8477325439453,0
2020-05-18 00:00:00-04:00,132.91836547851562,-1
2020-05-19 00:00:00-04:00,131.59381103515625,0
